@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26}

@data
498,'2020/05/08 11:01:01:785',15,-570.52533,-620.214783,-211.987747,-923.154968,-357.593719,-606.74353,-12.610332,-803.481018,0.374258,-0.803229,15
499,'2020/05/08 11:01:01:848',15,-567.026001,-621.095581,-211.528885,-923.893127,-355.55191,-605.158264,-12.734443,-803.647278,0.360907,-0.796159,15
500,'2020/05/08 11:01:01:911',15,-570.644287,-620.045166,-211.734024,-923.192505,-358.703705,-606.062073,-12.41228,-803.690613,0.37611,-0.791524,15
501,'2020/05/08 11:01:01:973',15,-568.619995,-620.649353,-210.626114,-922.676697,-356.676514,-604.981323,-12.104646,-802.464417,0.374158,-0.806673,15
502,'2020/05/08 11:01:02:037',15,-569.145874,-621.272217,-210.566666,-919.482056,-358.913788,-605.706116,-11.48364,-801.68335,0.394828,-0.792751,15
503,'2020/05/08 11:01:02:102',15,-567.123901,-620.925049,-209.995712,-920.425415,-356.024445,-605.50293,-11.672318,-801.953491,0.38591,-0.761758,15
504,'2020/05/08 11:01:20:033',16,-629.60376,-570.058838,312.572021,-1165.360962,-400.442657,-573.81842,309.883759,-937.137756,0.247755,0.058806,16
505,'2020/05/08 11:01:20:115',16,-629.549133,-570.052429,312.575958,-1165.322876,-400.429108,-573.799438,309.896759,-937.114014,0.247855,0.058822,16
506,'2020/05/08 11:01:20:178',16,-629.537354,-570.068542,312.546631,-1165.310669,-400.438568,-573.797485,309.881378,-937.10968,0.247956,0.058858,16
507,'2020/05/08 11:01:20:241',16,-628.806091,-573.471375,311.93634,-1165.708496,-400.230927,-574.246643,309.566315,-938.154236,0.252613,0.055247,16
508,'2020/05/08 11:01:20:305',16,-628.704468,-571.182617,311.626587,-1170.96167,-399.192322,-573.650391,308.941223,-942.973999,0.260468,0.06185,16
509,'2020/05/08 11:01:20:367',16,-627.72168,-567.771973,306.271606,-1169.827881,-398.735199,-572.715942,308.167999,-941.794861,0.255949,0.065467,16
510,'2020/05/08 11:01:20:429',16,-625.361511,-567.972839,300.510773,-1168.140015,-396.457703,-572.386536,311.49707,-939.78656,0.25783,0.068674,16
511,'2020/05/08 11:01:20:492',16,-625.276123,-568.044495,301.009216,-1167.868042,-396.351593,-572.456177,311.74939,-939.577637,0.258615,0.068975,16
512,'2020/05/08 11:01:20:556',16,-626.250854,-569.252625,308.251282,-1166.734253,-396.010925,-573.866516,313.892365,-939.369202,0.260164,0.058025,16
513,'2020/05/08 11:01:20:620',16,-623.25824,-565.107849,306.398712,-1165.19751,-395.049042,-573.874878,312.521118,-939.416321,0.260613,0.056386,16
514,'2020/05/08 11:01:20:683',16,-624.178467,-566.792419,307.408203,-1163.055054,-395.562805,-573.964539,312.888397,-937.583679,0.256951,0.049503,16
515,'2020/05/08 11:01:20:746',16,-624.384949,-567.972961,308.250336,-1164.056519,-395.910583,-574.184631,313.109161,-938.130615,0.258228,0.051815,16
516,'2020/05/08 11:01:20:807',16,-623.921082,-568.654236,306.45816,-1164.077637,-395.549347,-573.957275,312.406586,-938.005798,0.260974,0.05668,16
517,'2020/05/08 11:01:20:870',16,-622.706482,-570.83667,307.760406,-1164.572266,-395.578094,-573.971497,312.402527,-938.724365,0.255869,0.046733,16
518,'2020/05/08 11:01:20:933',16,-622.451477,-573.500427,306.794647,-1168.026855,-395.964752,-572.974365,311.401306,-940.441833,0.258484,0.064238,16
519,'2020/05/08 11:01:20:997',16,-621.226685,-573.744934,306.138916,-1169.62085,-394.506378,-573.175659,311.390289,-941.593079,0.25412,0.063242,16
520,'2020/05/08 11:01:21:061',16,-622.264038,-574.536377,306.6716,-1169.105835,-395.52359,-572.242371,311.669098,-940.723938,0.252925,0.06424,16
521,'2020/05/08 11:01:21:130',16,-625.318542,-572.770203,306.28241,-1170.278564,-397.033691,-572.739258,311.313629,-942.25708,0.259109,0.064003,16
522,'2020/05/08 11:01:21:208',16,-623.622314,-571.815247,307.361908,-1170.322632,-395.359436,-574.825256,312.365753,-941.666931,0.259948,0.072095,16
523,'2020/05/08 11:01:21:273',16,-625.901917,-571.789978,307.059814,-1170.317139,-397.570099,-574.770264,310.640503,-941.917297,0.260869,0.069492,16
524,'2020/05/08 11:01:21:336',16,-622.485107,-571.561646,306.910706,-1169.272217,-395.002655,-572.689026,312.052246,-941.073669,0.257486,0.067924,16
525,'2020/05/08 11:01:21:399',16,-622.115112,-571.643433,304.809631,-1170.234131,-394.3526,-572.493652,310.461365,-941.862,0.2566,0.068726,16
526,'2020/05/08 11:01:21:461',16,-622.194092,-571.84375,304.919678,-1170.756226,-394.487,-572.575317,310.354279,-942.141357,0.252997,0.067074,16
527,'2020/05/08 11:01:21:523',16,-623.375183,-572.260986,303.227631,-1168.697021,-395.796753,-572.500854,306.966492,-941.331726,0.256161,0.054986,16
528,'2020/05/08 11:01:21:587',16,-625.304993,-573.105347,304.596741,-1174.585693,-396.468689,-575.595154,303.946808,-946.093933,0.251182,0.057372,16
529,'2020/05/08 11:01:21:648',16,-624.906982,-571.750671,304.941803,-1174.397217,-396.564209,-573.095154,304.242523,-946.035034,0.259891,0.064563,16
530,'2020/05/08 11:01:21:710',16,-625.744202,-572.885071,305.102417,-1175.105225,-397.048523,-574.0802,304.463165,-946.528564,0.256835,0.062321,16
531,'2020/05/08 11:01:21:776',16,-625.741333,-572.89679,305.076904,-1175.15271,-397.077606,-574.06488,304.431335,-946.557312,0.25659,0.062199,16
532,'2020/05/08 11:01:21:840',16,-627.930908,-573.015015,306.038544,-1177.949341,-398.924438,-574.756775,304.696716,-948.530823,0.250522,0.059098,16
533,'2020/05/08 11:01:21:905',16,-628.84613,-567.164246,306.868835,-1179.131836,-399.746704,-574.617065,307.26355,-949.025269,0.240767,0.057719,16
534,'2020/05/08 11:01:21:970',16,-627.333313,-568.675354,307.435272,-1181.528809,-397.906189,-575.98468,307.703583,-950.987915,0.239213,0.057324,16
535,'2020/05/08 11:01:46:271',17,-639.935242,-501.877899,593.265503,-955.348755,-412.744873,-525.006287,424.565857,-795.38916,0.032745,-0.120407,17
536,'2020/05/08 11:01:46:338',17,-639.862793,-501.550659,593.104309,-955.323486,-412.805176,-524.737732,424.418671,-795.395752,0.03331,-0.12011,17
537,'2020/05/08 11:01:46:400',17,-640.657166,-500.946808,593.26886,-953.884033,-413.48642,-525.312256,423.241425,-795.057983,0.041567,-0.11884,17
538,'2020/05/08 11:01:46:461',17,-641.918579,-502.241028,592.522644,-954.69812,-413.994751,-524.875183,423.703857,-794.777588,0.029441,-0.122083,17
539,'2020/05/08 11:01:46:522',17,-641.203613,-502.440521,591.922119,-955.784729,-413.108337,-524.979553,423.763428,-795.632751,0.035571,-0.118693,17
540,'2020/05/08 11:01:46:583',17,-642.006348,-501.879822,592.813843,-955.633667,-413.670532,-522.122314,424.692383,-795.282959,0.037832,-0.105691,17
541,'2020/05/08 11:01:46:645',17,-641.254883,-493.636047,592.840149,-956.386353,-413.410797,-521.822754,423.330933,-796.386902,0.040806,-0.111743,17
542,'2020/05/08 11:01:46:708',17,-639.90802,-494.947601,596.725586,-955.741394,-411.614044,-523.613098,427.026733,-795.928589,0.039758,-0.11247,17
543,'2020/05/08 11:01:46:768',17,-640.265137,-494.522583,596.208801,-955.25647,-411.997681,-523.223877,426.819305,-795.448792,0.042693,-0.111224,17
544,'2020/05/08 11:01:46:831',17,-640.325867,-494.137695,596.103577,-955.723145,-412.029938,-523.05426,427.967957,-794.596741,0.032027,-0.1077,17
545,'2020/05/08 11:01:46:892',17,-640.524597,-495.005371,596.42627,-955.823425,-412.085938,-523.654663,428.161133,-794.653625,0.030499,-0.108697,17
546,'2020/05/08 11:01:46:955',17,-641.41156,-495.917664,598.103882,-958.81427,-412.042603,-524.19458,428.362579,-797.558167,0.031976,-0.115379,17
547,'2020/05/08 11:01:47:016',17,-641.529602,-495.887543,600.750671,-957.536621,-412.47934,-523.666626,428.634277,-798.80957,0.040548,-0.118908,17
548,'2020/05/08 11:01:47:078',17,-641.703857,-495.841003,600.058411,-957.267212,-412.081543,-523.356873,428.727325,-798.171204,0.037065,-0.119773,17
549,'2020/05/08 11:01:47:139',17,-640.735474,-495.474335,599.596558,-956.74469,-412.248322,-523.371643,428.404816,-797.998901,0.03617,-0.129416,17
550,'2020/05/08 11:01:47:201',17,-642.836182,-498.29306,601.648193,-958.333618,-413.141968,-523.111572,431.359741,-797.524841,0.028237,-0.1175,17
551,'2020/05/08 11:01:47:263',17,-641.749939,-498.353729,601.185059,-957.761108,-412.294617,-523.821472,431.001099,-797.146423,0.035766,-0.120644,17
552,'2020/05/08 11:01:47:341',17,-642.547363,-498.948883,601.921814,-958.151855,-412.573944,-523.29126,431.185059,-797.608704,0.036699,-0.117632,17
553,'2020/05/08 11:01:47:409',17,-641.736633,-500.819672,600.922729,-957.700745,-412.143738,-522.633301,430.792175,-797.035706,0.037276,-0.106737,17
554,'2020/05/08 11:01:47:470',17,-640.931519,-500.385406,601.259949,-957.756287,-411.852234,-522.450684,430.80188,-796.986694,0.028506,-0.11296,17
555,'2020/05/08 11:01:47:534',17,-642.53418,-500.798401,600.950378,-959.08783,-412.383667,-524.152588,431.424438,-797.933228,0.031138,-0.120867,17
556,'2020/05/08 11:01:47:597',17,-640.703979,-500.125183,599.031311,-959.881897,-411.797974,-522.40625,430.50412,-797.819397,0.024749,-0.112981,17
557,'2020/05/08 11:01:47:659',17,-639.911133,-500.724365,598.847839,-959.754456,-411.136505,-522.376831,431.077545,-797.220947,0.024272,-0.111884,17
558,'2020/05/08 11:01:47:722',17,-643.983643,-501.253845,600.703308,-956.524231,-415.287384,-523.064575,432.027405,-794.035828,0.015373,-0.118043,17
559,'2020/05/08 11:01:47:787',17,-643.985474,-501.079681,600.633972,-956.666138,-415.305908,-522.975403,431.946289,-794.14209,0.014841,-0.118271,17
560,'2020/05/08 11:01:47:851',17,-643.94104,-501.028534,600.63562,-956.667786,-415.298767,-522.927979,431.937225,-794.148315,0.014755,-0.118279,17
561,'2020/05/08 11:01:47:914',17,-645.8396,-500.937592,601.026733,-957.288391,-416.385834,-522.192505,431.976288,-794.254089,0.01241,-0.111686,17
562,'2020/05/08 11:01:47:977',17,-645.003174,-501.094696,600.525635,-957.776794,-415.295135,-522.72699,432.217743,-794.506165,0.010573,-0.112791,17
563,'2020/05/08 11:01:48:040',17,-644.001404,-503.140137,600.19873,-956.098328,-415.151123,-522.162415,431.800354,-793.485901,0.014063,-0.111866,17
564,'2020/05/08 11:01:48:102',17,-644.175232,-503.480194,601.025085,-956.769958,-414.692352,-522.338684,432.822052,-794.163208,0.01689,-0.115426,17
565,'2020/05/08 11:01:48:165',17,-645.127625,-503.250061,599.683228,-956.179871,-416.259827,-522.0354,430.847321,-793.282166,0.009176,-0.114882,17
566,'2020/05/08 11:01:48:225',17,-645.000244,-503.159454,599.73938,-956.054199,-416.265442,-521.922302,430.917694,-793.245056,0.010654,-0.114218,17
567,'2020/05/08 11:01:48:283',17,-645.000244,-503.159454,599.73938,-956.054199,-416.265442,-521.922302,430.917694,-793.245056,0.010654,-0.114218,17
568,'2020/05/08 11:01:48:347',17,-646.030823,-508.313599,601.635559,-954.364929,-416.15979,-528.851501,432.639099,-792.056091,0.002765,-0.12358,17
569,'2020/05/08 11:01:48:423',17,-645.548279,-508.622711,602.062317,-954.692627,-415.556183,-529.1698,433.024384,-792.187195,-0.00053,-0.125342,17
570,'2020/05/08 11:01:48:493',17,-645.557983,-508.62677,602.055969,-954.697388,-415.560669,-529.17572,433.023041,-792.190308,-0.000473,-0.125327,17
571,'2020/05/08 11:01:48:553',17,-644.133789,-508.492004,603.517029,-954.939819,-413.63208,-531.063721,433.661499,-793.335815,0.00745,-0.126721,17
572,'2020/05/08 11:01:48:612',17,-644.136658,-508.355621,603.53894,-954.835876,-413.625977,-530.993896,433.69635,-793.273804,0.008175,-0.126434,17
573,'2020/05/08 11:01:48:673',17,-642.608276,-503.794189,602.901489,-950.399902,-413.004456,-527.234253,431.912598,-790.724243,0.004477,-0.124849,17
574,'2020/05/08 11:01:48:733',17,-646.716125,-504.603455,607.725769,-951.718811,-415.503296,-526.964294,434.394745,-792.319397,0.014264,-0.123612,17
575,'2020/05/08 11:01:48:795',17,-646.81842,-504.752045,604.241516,-947.540283,-417.498535,-529.087524,431.139221,-789.715027,0.010141,-0.133671,17
576,'2020/05/08 11:01:48:856',17,-644.999695,-505.218872,605.152405,-948.602051,-416.91153,-528.722351,432.787994,-790.31958,0.01194,-0.139654,17
577,'2020/05/08 11:01:48:915',17,-648.201965,-507.674042,603.653931,-947.934143,-419.023804,-529.4151,433.396271,-787.264526,-0.007165,-0.136633,17
578,'2020/05/08 11:01:48:977',17,-646.774048,-506.226349,604.137146,-949.619995,-418.162659,-529.050781,433.476166,-788.66333,0.00035,-0.128322,17
579,'2020/05/08 11:01:49:039',17,-646.881104,-506.020142,603.789185,-949.902649,-418.532928,-528.778687,432.909729,-788.889038,-0.006179,-0.129444,17
580,'2020/05/08 11:01:49:101',17,-646.820129,-506.004639,603.913879,-949.728638,-418.499298,-528.794617,433.000977,-788.804932,-0.005451,-0.129207,17
581,'2020/05/08 11:01:49:167',17,-648.183594,-506.417877,603.735779,-948.420532,-418.75238,-527.940063,432.355408,-788.089722,0.003829,-0.112234,17
582,'2020/05/08 11:01:49:230',17,-648.221619,-505.944794,603.104309,-948.021851,-417.699554,-526.915588,431.74881,-788.57074,0.006883,-0.116116,17
583,'2020/05/08 11:01:49:293',17,-648.230957,-505.94574,603.114014,-948.020691,-417.701752,-526.919861,431.750275,-788.569336,0.006796,-0.116148,17
584,'2020/05/08 11:01:49:355',17,-648.230957,-505.94574,603.114014,-948.020691,-417.701752,-526.919861,431.750275,-788.569336,0.006796,-0.116148,17
585,'2020/05/08 11:01:49:415',17,-648.230957,-505.945679,603.113892,-948.020752,-417.701843,-526.919739,431.750122,-788.569397,0.006794,-0.116148,17
586,'2020/05/08 11:02:07:510',18,-644.619446,-536.144104,722.867126,-591.3927,-413.16217,-552.147949,489.189789,-594.37854,-0.070048,0.007739,18
587,'2020/05/08 11:02:07:572',18,-644.614075,-536.170166,722.882385,-591.387756,-413.156128,-552.163513,489.201874,-594.377258,-0.070082,0.007752,18
588,'2020/05/08 11:02:07:634',18,-644.603149,-536.220947,722.900024,-591.36554,-413.143311,-552.195007,489.221558,-594.36261,-0.070031,0.007708,18
589,'2020/05/08 11:02:07:695',18,-644.603149,-536.220947,722.900024,-591.36554,-413.143311,-552.195007,489.221558,-594.36261,-0.070031,0.007708,18
590,'2020/05/08 11:02:07:757',18,-642.671692,-541.65332,727.135986,-591.081177,-411.874725,-553.754089,493.120026,-593.491272,-0.07652,0.011358,18
591,'2020/05/08 11:02:07:818',18,-643.346436,-543.684937,726.72522,-592.735352,-411.839539,-554.882568,492.486023,-594.441895,-0.086863,0.01737,18
592,'2020/05/08 11:02:07:879',18,-644.194092,-543.717346,727.821594,-593.897339,-412.517151,-554.897461,492.816803,-595.049438,-0.101095,0.024538,18
593,'2020/05/08 11:02:07:942',18,-644.016296,-545.590637,729.114441,-595.457214,-412.148712,-556.147705,493.762939,-596.423523,-0.104951,0.027021,18
594,'2020/05/08 11:02:08:008',18,-644.641541,-546.614319,728.963806,-595.560425,-412.592621,-556.915955,493.533142,-596.625122,-0.105792,0.027464,18
595,'2020/05/08 11:02:08:074',18,-643.901672,-549.345459,728.952881,-594.952515,-413.015289,-559.466919,493.401367,-597.357056,-0.096468,0.02412,18
596,'2020/05/08 11:02:08:138',18,-643.900269,-549.345642,728.954346,-594.949951,-413.014862,-559.46759,493.403229,-597.355896,-0.096457,0.024114,18
597,'2020/05/08 11:02:08:201',18,-644.03833,-549.132019,727.238342,-593.567505,-412.904633,-559.03009,491.938171,-596.483948,-0.097893,0.02415,18
598,'2020/05/08 11:02:08:264',18,-643.803833,-548.482239,726.322815,-592.865845,-413.174438,-558.821899,491.377899,-595.857605,-0.092541,0.020394,18
599,'2020/05/08 11:02:08:328',18,-642.63092,-548.83783,725.719299,-593.819397,-412.943817,-558.802246,490.472626,-596.541687,-0.089598,0.020401,18
600,'2020/05/08 11:02:08:392',18,-643.324219,-548.218689,724.521545,-588.425598,-413.381195,-558.670166,489.798218,-593.355286,-0.094931,0.017544,18
601,'2020/05/08 11:02:08:457',18,-643.159119,-548.031921,726.15741,-584.865112,-412.935852,-558.839844,490.527283,-593.237488,-0.086106,0.01292,18
602,'2020/05/08 11:02:08:521',18,-642.762634,-548.575867,725.422424,-584.493896,-412.73999,-558.464233,490.03952,-593.067627,-0.09311,0.01432,18
603,'2020/05/08 11:02:08:587',18,-643.07196,-548.72229,725.014893,-583.759705,-413.08783,-558.78833,489.963928,-592.29718,-0.087713,0.011744,18
604,'2020/05/08 11:02:08:652',18,-642.885925,-547.828125,724.517944,-583.562805,-412.894714,-558.553406,489.702881,-592.192017,-0.098649,0.015935,18
605,'2020/05/08 11:02:08:719',18,-642.668152,-548.036011,725.10791,-584.451172,-412.956879,-557.960144,489.871582,-592.523438,-0.082083,0.010428,18
606,'2020/05/08 11:02:08:784',18,-643.759644,-548.255676,726.96991,-581.953064,-412.93161,-558.851318,491.78125,-591.205566,-0.07973,0.006156,18
607,'2020/05/08 11:02:08:850',18,-643.88916,-548.985413,728.710083,-583.695496,-412.287231,-560.949951,493.036621,-592.690491,-0.073108,0.006939,18
608,'2020/05/08 11:02:08:914',18,-643.112915,-548.598083,728.68866,-583.554443,-412.264069,-560.883911,493.144043,-592.638672,-0.07393,0.006487,18
609,'2020/05/08 11:02:08:978',18,-643.674011,-548.873352,728.581543,-584.329346,-413.031647,-561.158936,492.773682,-592.735718,-0.08323,0.01138,18
610,'2020/05/08 11:02:09:045',18,-643.798401,-549.241394,727.914856,-583.273682,-413.22995,-561.140564,492.271515,-591.980042,-0.082803,0.010605,18
611,'2020/05/08 11:02:09:124',18,-643.909424,-549.46228,727.895874,-583.407776,-413.260773,-561.295044,492.255615,-592.047241,-0.082376,0.010387,18
612,'2020/05/08 11:02:09:192',18,-642.958374,-557.738464,723.360535,-581.75238,-412.410126,-565.85553,488.378265,-592.584351,-0.097466,0.013119,18
613,'2020/05/08 11:02:09:252',18,-643.308777,-557.639404,727.21228,-582.868652,-412.351959,-565.907532,491.474915,-593.558411,-0.089151,0.010048,18
614,'2020/05/08 11:02:09:316',18,-643.66394,-559.626099,726.177307,-584.790466,-413.430725,-565.028625,490.206146,-594.524536,-0.092803,0.014673,18
615,'2020/05/08 11:02:09:378',18,-641.850098,-558.638794,724.578369,-585.782715,-411.8685,-566.018799,489.263245,-594.561279,-0.100805,0.019426,18
616,'2020/05/08 11:02:09:441',18,-643.101379,-558.738892,727.582031,-583.284546,-412.681274,-565.320435,491.692078,-593.844055,-0.094899,0.013452,18
617,'2020/05/08 11:02:09:503',18,-643.101379,-558.738892,727.582031,-583.284546,-412.681274,-565.320435,491.692078,-593.844055,-0.094899,0.013452,18
618,'2020/05/08 11:02:09:568',18,-643.500671,-558.860535,726.98999,-585.097412,-412.753571,-564.966797,490.912354,-594.905762,-0.101478,0.016317,18
619,'2020/05/08 11:02:09:634',18,-642.686157,-558.355286,727.057678,-587.073975,-412.267517,-564.471008,491.021881,-596.098206,-0.09622,0.017124,18
620,'2020/05/08 11:02:09:699',18,-642.095947,-558.623352,727.572449,-586.589844,-411.708466,-564.85553,491.70401,-595.974121,-0.092137,0.01484,18
621,'2020/05/08 11:02:09:765',18,-642.403625,-558.38269,721.396667,-586.22699,-413.26593,-565.178406,486.477631,-594.467529,-0.119768,0.024471,18
622,'2020/05/08 11:02:09:829',18,-642.869446,-558.404114,720.358826,-587.081421,-413.365845,-564.363892,485.88974,-594.720825,-0.119983,0.025165,18
623,'2020/05/08 11:02:09:895',18,-642.831665,-558.161804,720.289124,-587.095764,-413.349213,-564.164917,485.817902,-594.711487,-0.120369,0.02543,18
624,'2020/05/08 11:02:09:961',18,-642.611145,-558.083496,719.293823,-583.786804,-413.832916,-564.187073,485.355011,-592.84845,-0.123236,0.023352,18
625,'2020/05/08 11:02:10:028',18,-642.280945,-557.30304,719.490051,-584.09314,-413.672974,-563.229065,485.571198,-592.70166,-0.121893,0.023294,18
626,'2020/05/08 11:02:10:102',18,-642.541321,-557.573914,719.045044,-583.813354,-413.978058,-563.825806,485.222626,-592.332336,-0.11654,0.020907,18
627,'2020/05/08 11:02:10:176',18,-642.261047,-558.489075,721.46936,-584.693176,-413.342529,-564.59491,487.093323,-592.910767,-0.120718,0.023577,18
628,'2020/05/08 11:02:10:252',18,-641.734436,-557.473206,723.539001,-582.013977,-412.546509,-564.965515,488.834869,-590.972107,-0.119526,0.022072,18
629,'2020/05/08 11:02:10:318',18,-641.760498,-557.422607,723.528381,-582.022217,-412.564606,-564.937744,488.818604,-590.982422,-0.119658,0.022139,18
630,'2020/05/08 11:02:10:382',18,-641.762451,-557.41925,723.527649,-582.025513,-412.565765,-564.936646,488.817749,-590.984619,-0.119656,0.022139,18
631,'2020/05/08 11:02:10:442',18,-641.762451,-557.41925,723.527649,-582.025513,-412.565765,-564.936646,488.817749,-590.984619,-0.119656,0.022139,18
632,'2020/05/08 11:02:35:295',19,-679.242065,-657.864807,559.066284,-225.632477,-465.512085,-616.66449,386.088104,-374.184357,-0.034832,-0.29038,19
633,'2020/05/08 11:02:35:358',19,-677.366699,-657.809753,561.006958,-225.789505,-464.608276,-615.767151,387.478119,-374.564178,-0.026957,-0.28973,19
634,'2020/05/08 11:02:35:421',19,-677.312866,-657.843506,559.025757,-225.111115,-463.959747,-615.201782,387.33197,-374.187592,-0.027304,-0.289658,19
635,'2020/05/08 11:02:35:485',19,-676.242676,-658.480225,558.857666,-224.857605,-464.370361,-615.47821,386.469238,-373.671906,-0.03314,-0.291009,19
636,'2020/05/08 11:02:35:547',19,-676.112183,-657.590942,559.470947,-224.641846,-463.675751,-615.451294,386.517365,-373.358551,-0.027123,-0.294879,19
637,'2020/05/08 11:02:35:611',19,-675.741028,-658.426331,558.476135,-222.128601,-462.893555,-615.738831,387.250793,-373.328613,-0.030161,-0.298517,19
638,'2020/05/08 11:02:35:673',19,-676.872803,-658.668701,560.492981,-221.880203,-463.309113,-617.244751,387.114532,-372.760773,-0.015801,-0.306836,19
639,'2020/05/08 11:02:35:737',19,-677.297852,-660.166687,561.069458,-219.000397,-463.306763,-618.562866,386.745575,-370.916534,-0.011854,-0.311766,19
640,'2020/05/08 11:02:35:799',19,-678.10083,-660.623291,559.882324,-219.009979,-463.952057,-619.112366,386.5896,-371.218018,-0.019461,-0.308721,19
641,'2020/05/08 11:02:35:866',19,-678.725159,-661.405457,560.607056,-219.391403,-463.918579,-618.50415,386.607941,-371.897522,-0.013656,-0.30852,19
642,'2020/05/08 11:02:35:931',19,-675.995361,-663.28772,558.691711,-219.567261,-461.578491,-618.825317,386.668152,-371.485474,-0.022425,-0.301709,19
643,'2020/05/08 11:02:35:995',19,-675.486572,-663.076538,562.027466,-218.563995,-461.488068,-619.267273,388.17984,-370.858917,-0.010798,-0.30927,19
644,'2020/05/08 11:02:36:060',19,-673.764099,-663.702942,561.832092,-218.545593,-460.395874,-618.359131,388.866364,-370.548279,-0.013869,-0.304637,19
645,'2020/05/08 11:02:36:125',19,-671.97168,-663.178223,561.759888,-219.373016,-459.553345,-618.909973,388.701111,-370.894897,-0.015726,-0.306648,19
646,'2020/05/08 11:02:36:190',19,-672.949219,-664.783264,561.870605,-218.933258,-458.425751,-618.755859,388.895386,-370.500458,-0.021674,-0.299862,19
647,'2020/05/08 11:02:36:251',19,-672.532837,-665.565674,561.926147,-219.697205,-458.132935,-620.002319,389.160919,-370.747131,-0.023023,-0.299671,19
648,'2020/05/08 11:02:36:325',19,-668.358704,-663.470215,562.555603,-220.177979,-456.626007,-619.488342,390.159027,-371.676849,-0.024353,-0.306278,19
649,'2020/05/08 11:02:36:399',19,-667.639465,-667.106323,562.923218,-220.817352,-455.41452,-620.804077,390.719238,-372.603119,-0.025343,-0.30562,19
650,'2020/05/08 11:02:36:466',19,-668.192749,-666.579712,563.402344,-220.912537,-455.5737,-620.798157,390.944458,-372.839264,-0.025416,-0.306031,19
651,'2020/05/08 11:02:36:532',19,-668.147644,-668.406677,564.026245,-221.35936,-454.984375,-621.106628,391.291809,-372.63269,-0.028469,-0.301997,19
652,'2020/05/08 11:02:36:592',19,-666.035034,-670.519775,564.904053,-221.446274,-455.103943,-619.845276,391.615601,-372.864532,-0.029498,-0.296511,19
653,'2020/05/08 11:02:36:656',19,-666.109924,-668.742676,563.561523,-220.777298,-454.216522,-620.969055,392.190918,-372.746429,-0.02783,-0.303834,19
654,'2020/05/08 11:02:36:721',19,-665.022827,-665.454468,565.237549,-220.800079,-454.068298,-620.425476,392.490814,-372.221283,-0.02145,-0.308367,19
655,'2020/05/08 11:02:36:782',19,-666.970398,-665.782532,568.455627,-221.055588,-454.14859,-620.859802,394.290222,-372.138092,-0.017823,-0.307948,19
656,'2020/05/08 11:02:36:842',19,-666.137939,-666.592651,568.2276,-221.134552,-453.617279,-620.296753,394.474152,-372.198547,-0.022301,-0.303339,19
657,'2020/05/08 11:02:36:904',19,-666.244385,-666.276917,569.112854,-220.623795,-453.539429,-620.435303,395.349518,-371.021301,-0.029759,-0.298769,19
658,'2020/05/08 11:02:36:968',19,-665.314026,-664.420166,568.08429,-220.146698,-453.2966,-620.543274,394.876526,-370.672577,-0.029162,-0.303555,19
659,'2020/05/08 11:02:37:035',19,-666.728516,-665.330688,571.560059,-218.565704,-454.084991,-620.351501,396.061371,-369.4245,-0.015056,-0.306201,19
660,'2020/05/08 11:02:37:101',19,-668.221802,-666.138794,571.288818,-218.710175,-454.605469,-621.510864,396.024139,-369.953278,-0.021019,-0.305409,19
661,'2020/05/08 11:02:37:166',19,-666.341736,-666.40741,570.957886,-219.682755,-453.786621,-621.05365,395.069031,-370.153015,-0.01809,-0.303338,19
662,'2020/05/08 11:02:37:230',19,-666.780334,-667.309753,569.286682,-219.339798,-453.566437,-621.171692,395.426178,-371.629059,-0.029464,-0.30363,19
663,'2020/05/08 11:03:01:533',20,-706.931335,-994.78241,76.928528,-1197.740356,-529.16925,-837.22998,78.024399,-960.995544,-0.01386,-0.012024,20
664,'2020/05/08 11:03:01:597',20,-706.293945,-995.386047,77.712784,-1196.526855,-528.611145,-837.340881,77.185516,-959.926514,-0.008418,-0.006086,20
665,'2020/05/08 11:03:01:660',20,-703.820923,-995.116455,77.18972,-1194.682861,-528.286804,-836.150635,77.776428,-958.373596,-0.007078,-0.009091,20
666,'2020/05/08 11:03:01:723',20,-704.372864,-998.548157,78.57341,-1195.511353,-528.885254,-837.924927,77.665489,-958.926636,-0.002748,-0.00939,20
667,'2020/05/08 11:03:01:784',20,-705.456543,-991.183472,78.163414,-1195.94812,-529.026733,-833.561523,77.59127,-959.58728,0.002545,-0.011279,20
668,'2020/05/08 11:03:01:847',20,-705.305725,-990.382568,71.298431,-1200.154175,-528.169189,-833.267578,77.929092,-963.890991,0.00758,-0.014845,20
669,'2020/05/08 11:03:01:909',20,-709.218445,-991.125122,71.558266,-1206.590576,-528.129395,-835.665405,77.044205,-969.086121,0.007444,-0.005423,20
670,'2020/05/08 11:03:01:973',20,-708.00415,-990.510315,78.572113,-1200.024414,-528.10022,-835.168823,81.404335,-963.427429,-0.002946,-0.011495,20
